"URL","Collection Name","Collection Code","Institution Name","Institution Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status","Status of Collection","Access Eligibility and Rules","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","LSID","Cool URI"
"http://grbio.org/institutional-collection/polydesmida","Polydesmida","64","Australian National Insect Collection","ANIC","","","","flat-backed millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/8r4x-5dw5"
"http://grbio.org/institutional-collection/polyplacophora","Polyplacophora","PLP","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Chitons","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/jqw7-5edf"
"http://grbio.org/institutional-collection/polyxenida","Polyxenida","51","Australian National Insect Collection","ANIC","","","","Polyxenid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/tsmw-xgcy"
"http://grbio.org/institutional-collection/polyzoniida","Polyzoniida","55","Australian National Insect Collection","ANIC","","","","Polyzoniid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/n623-fmpc"
"http://grbio.org/institutional-collection/porifera","Porifera","POR","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Sponges collection","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/5hzy-mjsx"
"http://grbio.org/institutional-collection/porifera-0","Porifera","SP","Biodiversity Research Museum, Academia Sinica, Taiwan","BRCAS","","","","Collection Identifiers ASIZSP000001~ASIZSP999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/2dtv-hx23"
"http://grbio.org/institutional-collection/porifera-collection","Porifera collection","POR","National Museum of Natural History, Naturalis","RMNH","http://science.naturalis.nl","","","Collection also contains dried specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/dcn1-jqnz"
"http://grbio.org/institutional-collection/priapulida","Priapulida","PRI","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Priapulid worms","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/jeqq-s6tk"
"http://grbio.org/institutional-collection/prostate-cancer","Prostate Cancer","P.ca.","Korea Prostate Bank","KPB","http://www.prostatebank.or.kr","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","5010 units","Catholic Research Institutes of Medical Science 505","Banpo-dong","Seocho-gu","Seoul","137-040","Korea","5010 units","Catholic Research Institutes of Medical Science 505","Banpo-dong","Seocho-gu","Seoul","137-040","Korea","","","http://grbio.org/cool/ch0p-tsbi"
"http://grbio.org/institutional-collection/protochordata","Protochordata","PR","Biodiversity Research Museum, Academia Sinica, Taiwan","BRCAS","","","","Collection Identifiers ASIZPR000001~ASIZPR999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/wv54-fvvi"
"http://grbio.org/institutional-collection/protozoa","Protozoa","PRO","Museum of Faculty of Fisheries, Ege University","ESFM","","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/x808-nmwy"
"http://grbio.org/institutional-collection/protozoa-collection","Protozoa collection","PRT","National Museum of Natural History, Naturalis","RMNH","http://science.naturalis.nl","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/rad0-7xj0"
"http://grbio.org/institutional-collection/protura","Protura","2","Australian National Insect Collection","ANIC","","","","Proturans (&quot;coneheads&quot;)","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/6inn-3qym"
"http://grbio.org/institutional-collection/pseudoscorpionida","Pseudoscorpionida","44","Australian National Insect Collection","ANIC","","","","Pseudoscorpions (=Pseudoscorpiones or Chelonethida)","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/0ref-b1qz"
"http://grbio.org/institutional-collection/psocoptera","Psocoptera","18","Australian National Insect Collection","ANIC","","","","Booklice, Psocids","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/ypwa-3fzi"
"http://grbio.org/institutional-collection/pteridophytes","Pteridophytes","P","University of Melbourne Herbarium","MELU<IH>","http://www.botany.unimelb.edu.au/herbarium/","","","Ferns","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany","","The University of Melbourne","Victoria","3010","Australia","","","http://grbio.org/cool/g3hd-pscj"
"http://grbio.org/institutional-collection/pteridophytes-and-monocotyledons","Pteridophytes and Monocotyledons","PTMO","Botanische Staatssammlung München","M<IH>","http://www.botanischestaatssammlung.de","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Herbarium","Botanische Staatssammlung München","Menzinger Straße 67","München","","D-80638","Germany","Herbarium","Botanische Staatssammlung München","Menzinger Straße 67","München","","D-80638","Germany","","","http://grbio.org/cool/3qyt-6k76"
"http://grbio.org/institutional-collection/pycnogonida","Pycnogonida","PYC","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Sea spiders","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/4aa5-2qsp"
"http://grbio.org/institutional-collection/raphidioptera","Raphidioptera","23","Australian National Insect Collection","ANIC","","","","Snakeflies","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/5dpx-id6r"
"http://grbio.org/institutional-collection/reptiles","Reptiles","R","Museo de Zoologia, Pontificia Universidad Catolica del Ecuador","QCAZ","http://www.puce.edu.ec/zoologia/introduccion.html","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Museo de Zoologia","Pontificia Universidad Catolica del Ecuador","","Quito","Pichincha","NA","Ecuador","Museo de Zoologia","Pontificia Universidad Catolica del Ecuador","","Quito","Pichincha","NA","Ecuador","","","http://grbio.org/cool/7cvj-wxwn"
"http://grbio.org/institutional-collection/reptiles-amphibians","Reptiles and Amphibians","C","University of Manchester Museum, Zoology and Entomology","MMUM","","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom","","","http://grbio.org/cool/ci89-v44m"
"http://grbio.org/institutional-collection/reptilia","Reptilia","R0","Biodiversity Research Museum, Academia Sinica, Taiwan","BRCAS","","","","Collection Identifiers ASIZR0000001~ASIZR0999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/55fw-iz0d"
"http://grbio.org/institutional-collection/reptilia-0","Reptilia","REP","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Reptiles","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/3p1b-swsn"
"http://grbio.org/institutional-collection/reptilia-and-amphibia-collection","Reptilia and Amphibia collection","RENA","National Museum of Natural History, Naturalis","RMNH","http://science.naturalis.nl","","","Collection also contains dried specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/zczi-ziy3"
"http://grbio.org/institutional-collection/ricinulei","Ricinulei","43","Australian National Insect Collection","ANIC","","","","Hooded Tickspiders (=Hodogona)","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/sv1b-ntph"
"http://grbio.org/institutional-collection/roscoff-culture-collection","Roscoff Culture Collection","RCC","Station Biologique de Roscoff","SBR","http://www.sb-roscoff.fr/Phyto/RCC","","","CNRS and Université Pierre et Marie Curie The Roscoff Culture Collection (RCC) maintains about 1300 strains of marine phytoplankton with emphasis on picoplankton (in particular Prochlorococcus and Synechococcus), picoeucaryotes and coccolithophorid","Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Institutional","Active","","Station Biologique de Roscoff","Place G. Teissier","","Roscoff","","29682","France","Station Biologique de Roscoff","Place G. Teissier","","Roscoff","","29682","France","","","http://grbio.org/cool/mw4w-i31a"
"http://grbio.org/institutional-collection/rotifera","Rotifera","ROT","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Rotifers","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/fqcy-avbz"
"http://grbio.org/institutional-collection/scaphopoda","Scaphopoda","SCP","Museum of Faculty of Fisheries, Ege University","ESFM","","","","scaphopods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/x19k-0wcr"
"http://grbio.org/institutional-collection/schizomida","Schizomida","39","Australian National Insect Collection","ANIC","","","","Shorttailed Whipscorpions","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/f4tv-k83y"
"http://grbio.org/institutional-collection/scolopendrida","Scolopendrida","66","Australian National Insect Collection","ANIC","","","","Scolopendrid Centipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/svi3-m94s"
"http://grbio.org/institutional-collection/scorpiones","Scorpiones","37","Australian National Insect Collection","ANIC","","","","Scorpions","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/p6fp-qhdc"
"http://grbio.org/institutional-collection/scorpionidae","Scorpionidae","AS","Museo de Zoologia - El Colegio de la Frontera Sur, Chetumal","ECOCH","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","","","http://grbio.org/cool/8cn7-yrn5"
"http://grbio.org/institutional-collection/scutigerida","Scutigerida","70","Australian National Insect Collection","ANIC","","","","House centipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/i8pv-5fhm"
"http://grbio.org/institutional-collection/shark-species-collection","Shark Species Collection","CHOND","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale","MIVSA","","","","Mediterranean-area marine shark species collection, emphasis in edible species.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","Via Annibale Grasselli, 7","Via Giovanni Celoria, 10","","Milano","","20137","Italy","","","http://grbio.org/cool/2rec-q8w5"
"http://grbio.org/institutional-collection/shrimps-lobsters-crabs-collection","Shrimps, Lobsters and Crabs Collection","MALAC","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale","MIVSA","http://www.vsa.unimi.it/","","","Mediterranean-area marine crustacean collection, emphasis in edible species.","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","Italy","Via Annibale Grasselli, 7","Via Giovanni Celoria, 10","","Milano","","20137","Italy","","","http://grbio.org/cool/43ih-0nj8"
"http://grbio.org/institutional-collection/siphonaptera","Siphonaptera","28","Australian National Insect Collection","ANIC","","","","Fleas","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/qz5d-fg8p"
"http://grbio.org/institutional-collection/siphonphophorida","Siphonphophorida","60","Australian National Insect Collection","ANIC","","","","Siphonphophorid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/ek00-sgmh"
"http://grbio.org/institutional-collection/sipuncula","Sipuncula","S0","Biodiversity Research Museum, Academia Sinica, Taiwan","BRCAS","","","","Collection Identifiers ASIZS0000001~ASIZS0999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/zrkd-p88g"
"http://grbio.org/institutional-collection/sipuncula-0","Sipuncula","SIP","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Peanut worms","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/1gqz-v2x0"
"http://grbio.org/institutional-collection/solenogastres","Solenogastres","SOL","Museum of Faculty of Fisheries, Ege University","ESFM","","","","solenogasters","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/pqcw-yaa3"
"http://grbio.org/institutional-collection/solpugida","Solpugida","45","Australian National Insect Collection","ANIC","","","","Camel spiders, wind scorpions or sun spiders","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/m025-gdc6"
"http://grbio.org/institutional-collection/sphaerotheriida","Sphaerotheriida","53","Australian National Insect Collection","ANIC","","","","Giant pill millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/vn99-k7fa"
"http://grbio.org/institutional-collection/spirobolida","Spirobolida","57","Australian National Insect Collection","ANIC","","","","&quot;round-backed&quot; millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/dw1y-kky2"
"http://grbio.org/institutional-collection/spirostreptida","Spirostreptida","58","Australian National Insect Collection","ANIC","","","","Spirostreptid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/32kq-2khc"
"http://grbio.org/institutional-collection/stanford-amphibians","Stanford Amphibians","SUA","California Academy of Sciences","CAS","http://research.calacademy.org/herp/collections","","","Stanford University Collection of amphibians, still tagged with SU numbers. See website for full description of specimen catalog numbers. Known w/in discipline as CAS-SUA","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","California Academy of Sciences","55 Music Concourse Drive","","San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive","","San Francisco","CA","94118","USA","","","http://grbio.org/cool/k07s-c0nx"
"http://grbio.org/institutional-collection/stanford-reptiles","Stanford Reptiles","SUR","California Academy of Sciences","CAS","http://research.calacademy.org/herp/collections","","","Stanford University Collection of reptiles, still tagged with SU numbers. See website for full description of specimen catalog numbers. Known w/in discipline as CAS-SUR","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","California Academy of Sciences","55 Music Concourse Drive","","San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive","","San Francisco","CA","94118","USA","","","http://grbio.org/cool/nmwz-h2zm"
"http://grbio.org/institutional-collection/stemmiulida","Stemmiulida","56","Australian National Insect Collection","ANIC","","","","Stemmiulid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/kp0y-2ynt"
"http://grbio.org/institutional-collection/strepsiptera","Strepsiptera","26","Australian National Insect Collection","ANIC","","","","Stylops","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/n19d-bfgn"
"http://grbio.org/institutional-collection/symphyla","Symphyla","50","Australian National Insect Collection","ANIC","","","","Symphyla","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/ed7h-ci6q"
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-ka-collection","Technische Hoogeschool Delft - KA-collection","THDKA","National Museum of Natural History, Naturalis","RGM","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils","","","fossils, mainly from Timor, Indonesia, formerly belonging to the Technical University of Delft.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/wqd5-f4fs"
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-collection-yellow-numbers","Technische Hoogeschool Delft, collection with yellow numbers","THDY","National Museum of Natural History, Naturalis","RGM","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils","","","Fossils/rocks/minerals formerly belonging to the Technical University of Delft, recognisable by yellow numbers on the objects","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Postbus 9715","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/hff9-4vrf"
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-historical-geology-collection","Technische Hoogeschool Delft, Historical Geology Collection","THDP","National Museum of Natural History, Naturalis","RGM","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils","","","fossils and sediments formerly belonging to the Technical University of Delft. Recognisable by their purple numbers on the object","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/jpjk-wrz2"
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-nederland-collection","Technische Hoogeschool Delft, Nederland Collection","THDN","National Museum of Natural History, Naturalis","RGM","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils","","","Collection of mainly dutch fossils and rocks formerly belonging to the Technical University of Delft, recognisable by their light blue numbers on the objects","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/vv9x-54cp"
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-palaeontological-collection","Technische Hoogeschool Delft, Palaeontological Collection","THDB","National Museum of Natural History, Naturalis","RGM","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils","","","Collection of fossils formerly belonging to the Technical University of Delft, recognisable by their brown numbers on the objects","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/ifhq-0p9g"
"http://grbio.org/institutional-collection/frozen-zoo","The Frozen Zoo","FZoo","Zoological Society of San Diego","ZSSD","http://cres.sandiegozoo.org/projects/gr_frozen_zoo.html","","","The Frozen Zoo collection consists primarily of frozen, viable cell cultures, semen, embryos, oocytes and ova. DNA, blood, and tissue specimens are also part of the collection.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","The Beckman Center for Conservation Research","15600 San Pasqual Valley Road","","Escondido","CA","92027","USA","","","http://grbio.org/cool/vdfm-yxs8"
"http://grbio.org/institutional-collection/university-alabama-herbarium","The University of Alabama Herbarium","UNA","University of Alabama","UA","http://bama.ua.edu/~bsc/herbarium/","","","1. This collection is also listed as an institution with acronym UNA in this registry (see http://www.biorepositories.org/institution/view/7363 ). 2. Mohr Herbarium (ALU) specimens are on permanent loan to UNA. ALU specimens should be cited as UNA.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Department of Biological Sciences","Box 870345","","Tuscaloosa","AL","35487","USA","Mary Harmon Bryant Hall rm. 411/412","500 Hackberry Ln.","","Tuscaloosa","AL","35487","USA","","","http://grbio.org/cool/b4iy-i9p4"
"http://grbio.org/institutional-collection/thysanoptera","Thysanoptera","21","Australian National Insect Collection","ANIC","","","","Thrips","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/tnqm-gs3q"
"http://grbio.org/institutional-collection/thysanura-zygentoma","Thysanura (Zygentoma)","5","Australian National Insect Collection","ANIC","","","","Thysanura (silverfish and firebrats)","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/za6y-p469"
"http://grbio.org/institutional-collection/trichoptera","Trichoptera","30","Australian National Insect Collection","ANIC","","","","Caddisflies","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/8akw-y5t1"
"http://grbio.org/institutional-collection/trichoptera-0","Trichoptera","CSU-CPG-TRI","C.P. Gillette Museum of Arthropod Diversity","CSUC","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Colorado State University","Department of Bioagricultural Sciences and Pest Management","","Fort Collins","Colorado","80523","USA","Colorado State University","Department of Bioagricultural Sciences and Pest Management","","Fort Collins","Colorado","80523","USA","","","http://grbio.org/cool/x3m6-22zi"
"http://grbio.org/institutional-collection/trichoptera-1","Trichoptera","TRI","Museum Victoria","NMV","","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","","","","","","","","","","http://grbio.org/cool/dexj-xn2k"
"http://grbio.org/institutional-collection/tunicata","Tunicata","TUN","Museum of Faculty of Fisheries, Ege University","ESFM","","","","Tunicates","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","","","http://grbio.org/cool/nw04-p52m"
"http://grbio.org/institutional-collection/universiteit-van-amsterdam-mineralogy-and-palaeontology-collections","Universiteit van Amsterdam, Mineralogy and Palaeontology collections","UVA","National Museum of Natural History, Naturalis","RGM","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils","","","collections with fossils and minerals formerly belonging to the University of Amsterdam, subcollections are marked aby one or two additional letters.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","Postbus 9517","","","Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2","","","Leiden","Zuid-Holland","2333 CR","Netherlands","","","http://grbio.org/cool/6c8s-7qgs"
"http://grbio.org/institutional-collection/university-alabama-herpetological-collection","University of Alabama Herpetological Collection","UAHC","University of Alabama","UA","","","","Also frozen tissue/ DNA specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Box 870345 MHB Hall","Hackberry Lane","University of Alabama","Tuscaloosa","AL","35487","USA","Box 870345 MHB Hall","Hackberry Lane","University of Alabama","Tuscaloosa","AL","35487","USA","","","http://grbio.org/cool/hvn0-kbhp"
"http://grbio.org/institutional-collection/university-alabama-ichthyological-collection","University of Alabama Ichthyological Collection","UAIC","University of Alabama","UA","http://www.as.ua.edu/biology/uaic/index.html","","","Formalin-fixed specimens in 70% ethanol does make up most of the UAIC collection, but we do have a significant frozen tissues and 95% ethanol collection for molecular use as well as cleared and stained specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","Department of Biological Sciences","Box 870345","University of Alabama","Tuscaloosa","Alabama","35487-0345","USA","Department of Biological Sciences","Mary Harmon Bryant Hall","University of Alabama","Tuscaloosa","Alabama","35487-0345","USA","","","http://grbio.org/cool/g615-hqex"
"http://grbio.org/institutional-collection/university-alaska-museum-herpetology-collection","University of Alaska Museum Herpetology Collection","herp","University of Alaska Museum","UAM","http://arctos.database.museum/uam_herp","","","","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Institutional","Active","","","","","","","","","PO Box 756960","907 Yukon Drive","","Fairbanks","Alaska","99775-6960","USA","","","http://grbio.org/cool/bdpq-9f34"
"http://grbio.org/institutional-collection/university-alaska-museum-insect-collection","University of Alaska Museum Insect Collection","Ento","University of Alaska Museum","UAM","http://www.uaf.edu/museum/collections/ento/","","","About 50% dried and 50% alcohol stored at room temperature.","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","907 Yukon Dr","University of Alaska Museum","","Fairbanks","AK","99775-6960","USA","907 Yukon Dr","University of Alaska Museum","","Fairbanks","AK","99775-6960","USA","Derek Sikes","","http://grbio.org/cool/h1ke-esxn"
"http://grbio.org/institutional-collection/university-alaska-museum-mammal-collection","University of Alaska Museum Mammal Collection","Mamm","University of Alaska Museum","UAM","http://arctos.database.museum/uam_mammals","","","","Biological: Other or Undefined","Storage Environment: Other (please define)","Institutional","Active","","","","","","","","","PO Box 756960","907 Yukon Drive","","Fairbanks","Alaska","99775-6960","USA","","","http://grbio.org/cool/c0mn-bw3i"
