"URL","Collection Name","Institution Name","Institutional Code/Acronym","Collection Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status (Yes=Institutional, No=Project)","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","Status of Collection: Active?","LSID"
"http://grbio.org/institutional-collection/pteridophytes","Pteridophytes","University of Melbourne Herbarium",,"P","http://www.botany.unimelb.edu.au/herbarium/",,,"Ferns","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia",,"Yes",
"http://grbio.org/institutional-collection/pteridophytes-and-monocotyledons","Pteridophytes and Monocotyledons","Botanische Staatssammlung München",,"PTMO","http://www.botanischestaatssammlung.de",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Herbarium","Botanische Staatssammlung München","Menzinger Straße 67","München",,"D-80638","Germany","Herbarium","Botanische Staatssammlung München","Menzinger Straße 67","München",,"D-80638","Germany",,"Yes",
"http://grbio.org/institutional-collection/pycnogonida","Pycnogonida","Museum of Faculty of Fisheries, Ege University",,"PYC",,,,"Sea spiders","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/raphidioptera","Raphidioptera","Australian National Insect Collection",,"23",,,,"Snakeflies","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/reptiles","Reptiles","Museo de Zoologia, Pontificia Universidad Catolica del Ecuador",,"R","http://www.puce.edu.ec/zoologia/introduccion.html",,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Museo de Zoologia","Pontificia Universidad Catolica del Ecuador",,"Quito","Pichincha","NA","Ecuador","Museo de Zoologia","Pontificia Universidad Catolica del Ecuador",,"Quito","Pichincha","NA","Ecuador",,"Yes",
"http://grbio.org/institutional-collection/reptiles-amphibians","Reptiles & Amphibians","University of Manchester Museum, Zoology & Entomology",,"C",,,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom",,"Yes",
"http://grbio.org/institutional-collection/reptilia","Reptilia","Biodiversity Research Museum, Academia Sinica, Taiwan",,"R0",,,,"Collection Identifiers ASIZR0000001~ASIZR0999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/reptilia-0","Reptilia","Museum of Faculty of Fisheries, Ege University",,"REP",,,,"Reptiles","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/reptilia-and-amphibia-collection","Reptilia and Amphibia collection","National Museum of Natural History, Naturalis",,"RENA","http://science.naturalis.nl",,,"Collection also contains dried specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/ricinulei","Ricinulei","Australian National Insect Collection",,"43",,,,"Hooded Tickspiders (=Hodogona)","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/roscoff-culture-collection","Roscoff Culture Collection","Station Biologique de Roscoff",,"RCC","http://www.sb-roscoff.fr/Phyto/RCC",,,"CNRS and Université Pierre et Marie Curie The Roscoff Culture Collection (RCC) maintains about 1300 strains of marine phytoplankton with emphasis on picoplankton (in particular Prochlorococcus and Synechococcus), picoeucaryotes and coccolithophorid","Biological: Living cell or tissue cultures","Storage Environment: Other (please define)","Yes","Station Biologique de Roscoff","Place G. Teissier",,"Roscoff",,"29682","France","Station Biologique de Roscoff","Place G. Teissier",,"Roscoff",,"29682","France",,"Yes",
"http://grbio.org/institutional-collection/rotifera","Rotifera","Museum of Faculty of Fisheries, Ege University",,"ROT",,,,"Rotifers","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/scaphopoda","Scaphopoda","Museum of Faculty of Fisheries, Ege University",,"SCP",,,,"scaphopods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/schizomida","Schizomida","Australian National Insect Collection",,"39",,,,"Shorttailed Whipscorpions","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/scolopendrida","Scolopendrida","Australian National Insect Collection",,"66",,,,"Scolopendrid Centipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/scorpiones","Scorpiones","Australian National Insect Collection",,"37",,,,"Scorpions","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/scorpionidae","Scorpionidae","Museo de Zoologia - El Colegio de la Frontera Sur, Chetumal",,"AS",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico","El Colegio de la Frontera Sur","Museo de Zoologia","Av. Centenario Kn 5.5, C.P.","Chetumal","Q.R.","77014","Mexico",,"Yes",
"http://grbio.org/institutional-collection/scutigerida","Scutigerida","Australian National Insect Collection",,"70",,,,"House centipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/shark-species-collection","Shark Species Collection","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale",,"CHOND",,,,"Mediterranean-area marine shark species collection, emphasis in edible species.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Via Annibale Grasselli, 7","Via Giovanni Celoria, 10",,"Milano",,"20137","Italy",,"Yes",
"http://grbio.org/institutional-collection/shrimps-lobsters-crabs-collection","Shrimps, Lobsters & Crabs Collection","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale",,"MALAC","http://www.vsa.unimi.it/",,,"Mediterranean-area marine crustacean collection, emphasis in edible species.","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Yes",,,,,,,"Italy","Via Annibale Grasselli, 7","Via Giovanni Celoria, 10",,"Milano",,"20137","Italy",,"Yes",
"http://grbio.org/institutional-collection/siphonaptera","Siphonaptera","Australian National Insect Collection",,"28",,,,"Fleas","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/siphonphophorida","Siphonphophorida","Australian National Insect Collection",,"60",,,,"Siphonphophorid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/sipuncula","Sipuncula","Biodiversity Research Museum, Academia Sinica, Taiwan",,"S0",,,,"Collection Identifiers ASIZS0000001~ASIZS0999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/sipuncula-0","Sipuncula","Museum of Faculty of Fisheries, Ege University",,"SIP",,,,"Peanut worms","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/solenogastres","Solenogastres","Museum of Faculty of Fisheries, Ege University",,"SOL",,,,"solenogasters","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/solpugida","Solpugida","Australian National Insect Collection",,"45",,,,"Camel spiders, wind scorpions or sun spiders","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/sphaerotheriida","Sphaerotheriida","Australian National Insect Collection",,"53",,,,"Giant pill millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/spirobolida","Spirobolida","Australian National Insect Collection",,"57",,,,"""round-backed"" millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/spirostreptida","Spirostreptida","Australian National Insect Collection",,"58",,,,"Spirostreptid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/stanford-amphibians","Stanford Amphibians","California Academy of Sciences",,"SUA","http://research.calacademy.org/herp/collections",,,"Stanford University Collection of amphibians, still tagged with SU numbers. See website for full description of specimen catalog numbers. Known w/in discipline as CAS-SUA","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA",,"Yes",
"http://grbio.org/institutional-collection/stanford-reptiles","Stanford Reptiles","California Academy of Sciences",,"SUR","http://research.calacademy.org/herp/collections",,,"Stanford University Collection of reptiles, still tagged with SU numbers. See website for full description of specimen catalog numbers. Known w/in discipline as CAS-SUR","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA",,"Yes",
"http://grbio.org/institutional-collection/stemmiulida","Stemmiulida","Australian National Insect Collection",,"56",,,,"Stemmiulid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/strepsiptera","Strepsiptera","Australian National Insect Collection",,"26",,,,"Stylops","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/symphyla","Symphyla","Australian National Insect Collection",,"50",,,,"Symphyla","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-ka-collection","Technische Hoogeschool Delft - KA-collection","National Museum of Natural History, Naturalis",,"THDKA","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils",,,"fossils, mainly from Timor, Indonesia, formerly belonging to the Technical University of Delft.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-collection-yellow-numbers","Technische Hoogeschool Delft, collection with yellow numbers","National Museum of Natural History, Naturalis",,"THDY","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils",,,"Fossils/rocks/minerals formerly belonging to the Technical University of Delft, recognisable by yellow numbers on the objects","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9715",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-historical-geology-collection","Technische Hoogeschool Delft, Historical Geology Collection","National Museum of Natural History, Naturalis",,"THDP","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils",,,"fossils and sediments formerly belonging to the Technical University of Delft. Recognisable by their purple numbers on the object","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-nederland-collection","Technische Hoogeschool Delft, Nederland Collection","National Museum of Natural History, Naturalis",,"THDN","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils",,,"Collection of mainly dutch fossils and rocks formerly belonging to the Technical University of Delft, recognisable by their light blue numbers on the objects","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/technische-hoogeschool-delft-palaeontological-collection","Technische Hoogeschool Delft, Palaeontological Collection","National Museum of Natural History, Naturalis",,"THDB","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils",,,"Collection of fossils formerly belonging to the Technical University of Delft, recognisable by their brown numbers on the objects","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/frozen-zoo","The Frozen Zoo","Zoological Society of San Diego",,"FZoo","http://cres.sandiegozoo.org/projects/gr_frozen_zoo.html",,,"The Frozen Zoo collection consists primarily of frozen, viable cell cultures, semen, embryos, oocytes and ova. DNA, blood, and tissue specimens are also part of the collection.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"The Beckman Center for Conservation Research","15600 San Pasqual Valley Road",,"Escondido","CA","92027","USA",,"Yes",
"http://grbio.org/institutional-collection/university-alabama-herbarium","The University of Alabama Herbarium","University of Alabama",,"UNA","http://bama.ua.edu/~bsc/herbarium/",,,"1. This collection is also listed as an institution with acronym UNA in this registry (see http://www.biorepositories.org/institution/view/7363 ). 2. Mohr Herbarium (ALU) specimens are on permanent loan to UNA. ALU specimens should be cited as UNA.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Department of Biological Sciences","Box 870345",,"Tuscaloosa","AL","35487","USA","Mary Harmon Bryant Hall rm. 411/412","500 Hackberry Ln.",,"Tuscaloosa","AL","35487","USA",,"Yes",
"http://grbio.org/institutional-collection/thysanoptera","Thysanoptera","Australian National Insect Collection",,"21",,,,"Thrips","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/thysanura-zygentoma","Thysanura (Zygentoma)","Australian National Insect Collection",,"5",,,,"Thysanura (silverfish and firebrats)","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/trichoptera","Trichoptera","Australian National Insect Collection",,"30",,,,"Caddisflies","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/trichoptera-0","Trichoptera","C.P. Gillette Museum of Arthropod Diversity",,"CSU-CPG-TRI",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Colorado State University","Department of Bioagricultural Sciences and Pest Management",,"Fort Collins","Colorado","80523","USA","Colorado State University","Department of Bioagricultural Sciences and Pest Management",,"Fort Collins","Colorado","80523","USA",,"Yes",
"http://grbio.org/institutional-collection/trichoptera-1","Trichoptera","Museum Victoria",,"TRI",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/tunicata","Tunicata","Museum of Faculty of Fisheries, Ege University",,"TUN",,,,"Tunicates","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/universiteit-van-amsterdam-mineralogy-and-palaeontology-collections","Universiteit van Amsterdam, Mineralogy and Palaeontology collections","National Museum of Natural History, Naturalis",,"UVA","http://www.science.naturalis.nl/collections/collections-in-naturalis/fossils",,,"collections with fossils and minerals formerly belonging to the University of Amsterdam, subcollections are marked aby one or two additional letters.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/university-alabama-herpetological-collection","University of Alabama Herpetological Collection","University of Alabama",,"UAHC",,,,"Also frozen tissue/ DNA specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Box 870345 MHB Hall","Hackberry Lane","University of Alabama","Tuscaloosa","AL","35487","USA","Box 870345 MHB Hall","Hackberry Lane","University of Alabama","Tuscaloosa","AL","35487","USA",,"Yes",
"http://grbio.org/institutional-collection/university-alabama-ichthyological-collection","University of Alabama Ichthyological Collection","University of Alabama",,"UAIC","http://www.as.ua.edu/biology/uaic/index.html",,,"Formalin-fixed specimens in 70% ethanol does make up most of the UAIC collection, but we do have a significant frozen tissues and 95% ethanol collection for molecular use as well as cleared & stained specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Department of Biological Sciences","Box 870345","University of Alabama","Tuscaloosa","Alabama","35487-0345","USA","Department of Biological Sciences","Mary Harmon Bryant Hall","University of Alabama","Tuscaloosa","Alabama","35487-0345","USA",,"Yes",
"http://grbio.org/institutional-collection/university-alaska-museum-herpetology-collection","University of Alaska Museum Herpetology Collection","University of Alaska Museum",,"herp","http://arctos.database.museum/uam_herp",,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,"PO Box 756960","907 Yukon Drive",,"Fairbanks","Alaska","99775-6960","USA",,"Yes",
"http://grbio.org/institutional-collection/university-alaska-museum-insect-collection","University of Alaska Museum Insect Collection","University of Alaska Museum",,"Ento","http://www.uaf.edu/museum/collections/ento/",,,"About 50% dried and 50% alcohol stored at room temperature.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","907 Yukon Dr","University of Alaska Museum",,"Fairbanks","AK","99775-6960","USA","907 Yukon Dr","University of Alaska Museum",,"Fairbanks","AK","99775-6960","USA","Derek Sikes","Yes",
"http://grbio.org/institutional-collection/university-alaska-museum-mammal-collection","University of Alaska Museum Mammal Collection","University of Alaska Museum",,"Mamm","http://arctos.database.museum/uam_mammals",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"PO Box 756960","907 Yukon Drive",,"Fairbanks","Alaska","99775-6960","USA",,"Yes",
"http://grbio.org/institutional-collection/university-guelph-insect-collection","University of Guelph Insect Collection","University of Guelph",,"DEBU","http://www.uoguelph.ca/debu/",,,"Collection of about 2.5 million pinned insects and an indeterminate number of vials, slides, etc.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Department of Environmental Biology","University of Guelph",,"Guelph","Ontario","N1G 2W1","Canada",,"Yes",
"http://grbio.org/institutional-collection/urochordata-collection-tunicata","Urochordata collection (Tunicata)","National Museum of Natural History, Naturalis",,"UROCH","http://science.naturalis.nl",,,,"Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/uropygi","Uropygi","Australian National Insect Collection",,"38",,,,"Vinegarroons/ Whip Scorpions","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/vascular-plant-collection","Vascular Plant Collection","Illinois Natural History Survey",,"vasc","http://wwx.inhs.illinois.edu/collections/plants","http://ellipse.inhs.uiuc.edu:591/INHSCollections/plantsearch.html",,"In total there are approximately 259,000 plant specimens in ILLS, all of which have been databased. Approximately 80% of the specimens were collected in Illinois, including a significant number of Illinois Threatened and Endangered species, forming one of the most comprehensive records of Illinois vascular plants. ILLS also holds a sizable amount of specimens collected in the Great Smokey Mountains National Park (GSMNP) as well as Kyrgyzstan and China. Important collections in the herbarium include G.H. Boewe, J.C. Carter, J.L. Crane, R.A. Evers, S.R. Hill, H.S. Pepoon, C. Robertson, L.R. Tehone, and L.M. Umbach.","Biological: Other or Undefined","Sample Treatment: Dried","Yes","University of Illinois","Illinois Natural History Survey Herbarium","1816 South Oak Street","Champaign","IL","61820","USA","University of Illinois","Illinois Natural History Survey Herbarium","1909 South Oak Street","Champaign","IL","61820","USA","Jamie Minnaert-Grote","Yes",
"http://grbio.org/institutional-collection/vascular-plant-collection-0","Vascular Plant Collection","New York State Museum",,"VASC",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Herbarium","Biological Survey, CEC 3140","New York State Museum","Albany","NY","12230","USA",,"Yes",
"http://grbio.org/institutional-collection/vascular-plant-herbarium","Vascular Plant Herbarium","Estonian University of Life Sciences",,"TAA","http://kogud.emu.ee/?do=coll&amp%3Bid=14",,,"Specialty: Estonia; Europe; Siberia; Russian Far East; Middle Asia; Caucasus; Baltic countries; Australia; New Zealand; Papua New Guinea; India; vascular plants; bryophytes; fungi.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","181 Riia Str.",,,"Tartu","Not Applicable","51014","Estonia","181 Riia Str.",,,"Tartu","Not Applicable","51014","Estonia",,"Yes",
"http://grbio.org/institutional-collection/vertebrata","Vertebrata","Biology Centre of the Upper Austrian State Museum",,"VERT",,,,,,,"Yes",,,,,,,,"Johann Wilhelm Klein Str. 73",,,"Linz","Upper Austria","4040","Austria",,"Yes",
"http://grbio.org/institutional-collection/vertebrate-and-invertebrate-zoology-collections","Vertebrate and Invertebrate Zoology Collections","University of Colorado Museum of Natural History",,"UCM",,,,"All vertebrate and invertebrate collections cited using UCM. Also Vertebrate Paleontology (Vertebrates, Fossil Eggs,Trace Fossils), Invertebrate Paleontology (Invertebrates, Plants)","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","265 UCB (Zoology, Entomology, Paleo-Geology, Diatoms)",,,"Boulder","Colorado","80309","USA","265 UCB (Zoology, Entomology, Paleo-Geology, Diatoms)","Museum Collection (Bruce Curtis) Building","1440 Central Campus Mall","Boulder","Colorado","80309","USA",,"Yes",
"http://grbio.org/institutional-collection/vertebrate-paleontology-collection","Vertebrate Paleontology Collection","Biodiversity Institute, University of Kansas",,"KUVP","http://vertebratepaleontology.biodiversity.ku.edu/",,,"Notes to follow","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Biodiversity Institute","Dyche Hall","1345 Jayhawk Boulevard","Lawrence","KS","66045","USA","Desui Miao","Yes",
"http://grbio.org/institutional-collection/vertebrate-paleontology-research-collection","Vertebrate Paleontology Research Collection","Michigan State University Museum",,"VP",,,,"The Vertebrate Paleontology Research collection includes over 4,200 specimens, approximately 90% of which are from North America. The most significant holdings are Cenozoic amphibians and reptiles from throughout North America, Permian fishes and tetrapods from Texas, and Late Pleistocene faunal remains from the Great Lakes region. Significant series were contributed by the late Curator Emeritus J. Alan Holman, and the late Professor of Zoology, Richard J. Seltin.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA","Michigan State University Museum","Division of Natural Sciences","West Circle Drive","East Lansing","MI","48824-1045","USA",,"Yes",
"http://grbio.org/institutional-collection/vertebrate-tissue-bank","Vertebrate Tissue Bank","Museum Victoria",,"Z",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/washington-state-department-agriculture-collection","Washington State Department of Agriculture Collection","Washington State Department of Agriculture",,"WSDAC","http://drupal.biorepositories.org/Not%20Applicable",,,"A regional agricultural reference collection of arthropods, focused on Tortricidae and other microlepidopteran pests, Symphyta, and pollinating Hymenoptera.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","1111 Washington St SE","2nd Floor",,"Olympia","WA","98504","USA","1111 Washington St SE","2nd Floor",,"Olympia","WA","98504","USA",,"Yes",
"http://grbio.org/institutional-collection/wasp-collection","Wasp Collection","Museum Victoria",,"WAS",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/wildlife-species-biomaterials","Wildlife Species - Biomaterials","Gujarat Biodiversity Gene Bank",,"BIOMTWL",,,,"Biomaterial resource of Wildlife species","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan",,"Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30",,"Gandhinagar","Gujarat","382011","India",,"Yes",
"http://grbio.org/institutional-collection/wildlife-species-dna","Wildlife Species - DNA","Gujarat Biodiversity Gene Bank",,"DNAWL",,,,"Preserved DNA of Wildlife species","Biological: Molecular derivatives (DNA, RNA, proteins) (non-human)","Storage Environment: Other (please define)","Yes","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan",,"Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30",,"Gandhinagar","Gujarat","382011","India",,"Yes",
"http://grbio.org/institutional-collection/wildlife-species-dried","Wildlife Species - Dried","Gujarat Biodiversity Gene Bank",,"DRSWL",,,,"Dried specimens of Wildlife species","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan",,"Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30",,"Gandhinagar","Gujarat","382011","India",,"Yes",
"http://grbio.org/institutional-collection/wildlife-species-frozen","Wildlife Species - Frozen","Gujarat Biodiversity Gene Bank",,"FRZWL",,,,"Frozen tissue of Wildlife species","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Gujarat State Biotechnology Mission","9/11 Udyog Bhavan",,"Gandhinagar","Gujarat","382011","India","Gujarat Biodiversity Gene Bank","3rd Floor, GFRI, Sector-30",,"Gandhinagar","Gujarat","382011","India",,"Yes",
